Line,level,category,Note,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997
691,4,          Energy inputs,,0.3,0.4,0.4,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.4,0.5,0.6,0.7,0.7,0.8,1,1.3,1.2,1.2,1.2,1.3,1.1,1.3,1.4,1.5,1.7,1.8,2,1.9,1.7,1.8,1.7,1.6
692,4,          Materials inputs,,2,2.5,2.7,2.7,2.5,2.4,2.4,2.4,2.2,2.1,2.3,2.4,2.6,2.9,3.6,3.5,4,5.6,7.1,7,7.6,8.7,10.5,11.5,13.9,16.8,16.8,18.6,19.8,23,25.5,28.6,35.6,38.9,42.2
693,4,          Purchased-services inputs,,2.5,3.2,3.2,3.2,2.9,3.1,3.4,3.9,4.1,4.3,5.3,5.2,6,6.1,6.9,7.3,8.3,9.6,12.8,13.9,18,22.2,26.4,31.6,34.7,44.2,47,52.9,58.1,68.2,69.1,71.1,79.5,86.1,93.5
694,4,      Hospitals and nursing and residential care facilities,,9,10.1,11,12.5,14.7,17.6,20.7,23.5,27.3,30.8,34.1,39.1,46,53.6,60.8,70,79.6,91.7,107.3,121.7,136.7,147,157.9,170.7,185,205.1,227.5,253.4,278.1,301.5,316,324.3,337.1,352.7,366.5
695,4,        Value added,,6.7,7.4,8.1,9,10.3,11.6,13.3,15,16.6,18.6,20.9,23.8,27.8,31.9,36.1,41.1,47.3,54.3,62.3,71.2,79,84.5,91.3,98.3,108.6,117,131.6,147.3,162.2,174,188.7,197.9,204.5,214.6,223.1
696,4,          Compensation of employees,,,,,,,,,,,,,,,,,,,,,,,,,,94.7,102.8,114.9,129.2,142.2,153.2,164.3,171.1,176.8,186.2,193.9
697,4,          Taxes on production and imports less subsidies,,,,,,,,,,,,,,,,,,,,,,,,,,2.4,2.7,3.1,3.4,3.8,4.7,5.7,5.3,5.1,5,4.7
698,4,          Gross operating surplus,,,,,,,,,,,,,,,,,,,,,,,,,,11.5,11.5,13.6,14.7,16.2,16.1,18.7,21.5,22.6,23.4,24.5
699,4,        Intermediate inputs,,2.3,2.7,2.9,3.5,4.4,6,7.4,8.5,10.7,12.2,13.2,15.3,18.2,21.7,24.7,28.9,32.2,37.5,45,50.6,57.8,62.5,66.6,72.4,76.5,88.1,95.9,106.1,115.9,127.5,127.2,126.4,132.6,138.2,143.4
700,4,          Energy inputs,,0.2,0.2,0.3,0.3,0.4,0.6,0.6,0.7,0.9,0.9,1,1.3,1.7,2,2.2,2.5,3.1,3.4,4.2,4.6,5.1,5,4.8,4.3,4.5,4.5,4.6,4.8,4.8,4.6,4.3,3.8,3.5,3.3,2.8
701,4,          Materials inputs,,1.4,1.5,1.6,1.9,2.4,3.1,3.8,4.2,5.1,6,6.4,7.7,8.8,11,12.9,14.8,16.1,20.2,23.5,25.5,28.1,29.9,32.6,34.9,38.8,42.2,42.9,44.4,46.2,47.6,49.7,51.3,56.8,58.5,61.4
702,4,          Purchased-services inputs,,0.8,0.9,1,1.2,1.6,2.3,3,3.6,4.7,5.3,5.9,6.3,7.8,8.8,9.6,11.6,13.1,13.8,17.3,20.5,24.6,27.6,29.2,33.2,33.1,41.3,48.4,56.9,65,75.2,73.3,71.3,72.3,76.4,79.2
703,4,      Hospitals,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
704,4,        Value added,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
705,4,          Compensation of employees,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
706,4,          Taxes on production and imports less subsidies,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
707,4,          Gross operating surplus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
708,4,        Intermediate inputs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
709,4,          Energy inputs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
710,4,          Materials inputs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
711,4,          Purchased-services inputs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
712,4,      Nursing and residential care facilities,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
713,4,        Value added,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
714,4,          Compensation of employees,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
715,4,          Taxes on production and imports less subsidies,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
716,4,          Gross operating surplus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
717,4,        Intermediate inputs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
718,4,          Energy inputs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
719,4,          Materials inputs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
720,4,          Purchased-services inputs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
721,4,      Social assistance,,1.1,1.2,1.3,1.6,1.9,2.1,2.5,2.8,3.3,4,4.4,4.8,5.6,6.6,7.6,9,10.6,12.4,14,15.1,16.7,18.6,21.2,23.6,26.6,32.1,34.9,38.6,39.5,42.2,45.5,48.5,51.6,54,61.6
722,4,        Value added,,0.9,0.9,1,1.2,1.4,1.6,1.8,2,2.2,2.4,2.9,3.3,3.9,4.5,4.9,5.9,6.9,7.9,8.8,9,10.4,11.6,13,14.6,15.9,17.4,19.9,22.1,23.7,27.1,29,31.3,33.4,34.5,39.5
723,4,          Compensation of employees,,,,,,,,,,,,,,,,,,,,,,,,,,12.8,14.3,15.9,17.8,19.7,22.3,23.9,25.7,27.5,28.6,31.9
724,4,          Taxes on production and imports less subsidies,,,,,,,,,,,,,,,,,,,,,,,,,,0.2,0.2,0.2,0.3,0.3,0.3,0.4,0.5,0.5,0.5,0.7
725,4,          Gross operating surplus,,,,,,,,,,,,,,,,,,,,,,,,,,2.9,2.9,3.7,4,3.6,4.4,4.7,5.2,5.4,5.4,6.9
726,4,        Intermediate inputs,,0.2,0.2,0.3,0.5,0.5,0.6,0.7,0.8,1.1,1.5,1.5,1.6,1.7,2.1,2.7,3.1,3.7,4.5,5.2,6.2,6.3,7.1,8.2,9,10.7,14.7,15,16.5,15.9,15.1,16.5,17.2,18.2,19.6,22.1
727,4,          Energy inputs,,0,0,0,0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.2,0.2,0.2,0.2,0.2,0.3,0.3,0.4,0.4,0.5,0.5,0.5,0.5,0.5,0.6,0.8,0.8,0.9,0.8,0.8,0.7,0.6,0.5,0.4,0.3
728,4,          Materials inputs,,0.1,0.1,0.2,0.3,0.3,0.3,0.4,0.4,0.6,0.8,0.8,0.9,0.9,1.1,1.5,1.7,1.9,2.4,2.6,3,2.9,3.1,3.6,3.9,4.6,6.1,5.9,6.1,5.6,5.1,6.2,6.9,8.1,8.9,10.2
729,4,          Purchased-services inputs,,0,0.1,0.1,0.1,0.2,0.2,0.2,0.3,0.4,0.5,0.5,0.5,0.6,0.8,1,1.2,1.5,1.7,2.1,2.7,3,3.5,4.1,4.7,5.5,7.8,8.3,9.5,9.4,9.2,9.7,9.6,9.6,10.2,11.6
730,2,"  Arts, entertainment, recreation, accommodation, and food services",,32.1,34.5,37.4,40.7,43.1,48,52.2,57.9,60.8,68.4,76.1,83.2,93.2,104.4,114.3,128.9,146.9,162.2,181,192.8,209.6,227.8,244.7,261.3,287.2,319.5,340.7,369.9,380.1,403.6,431.8,459,486.2,516.1,550.8
731,2,    Value added,,17.3,18.9,20.3,21.9,23.5,25.8,27.8,30,32.5,35.3,39.3,41.8,46.6,53.1,60.1,69.4,78.7,83.8,93.9,101,112.4,121.8,133.3,145,153.4,170,185.1,200.5,206.6,219.1,232.3,244.2,257.3,274.9,301.8
732,2,      Compensation of employees,,,,,,,,,,,,,,,,,,,,,,,,,,94.3,106.1,113.7,123.7,127.7,134.4,141,147.2,155.3,164.3,177.2
733,2,      Taxes on production and imports less subsidies,,,,,,,,,,,,,,,,,,,,,,,,,,18.5,20.7,22.2,24.4,25.4,27.2,28.3,30.5,32.3,34.7,38.2
734,2,      Gross operating surplus,,,,,,,,,,,,,,,,,,,,,,,,,,40.5,43.3,49.2,52.5,53.5,57.5,62.9,66.5,69.7,75.8,86.3
735,2,    Intermediate inputs,,14.7,15.6,17.2,18.8,19.6,22.2,24.4,27.9,28.2,33.1,36.8,41.4,46.5,51.3,54.3,59.5,68.2,78.3,87.1,91.8,97.2,106,111.3,116.3,133.8,149.5,155.6,169.4,173.6,184.5,199.5,214.8,228.9,241.2,249
736,2,      Energy inputs,,0.3,0.4,0.4,0.5,0.5,0.7,0.8,1,1,1.4,1.4,1.7,2.1,2.4,2.6,2.8,3.8,4.4,5.7,6.4,6.7,7,7,6.3,7.8,8.5,9.1,10.2,10.6,11.5,12.6,13.6,14.2,15.1,15.4
737,2,      Materials inputs,,11.8,12.3,13.5,14.7,14.8,16.1,17,18.9,18.7,21.4,24.3,27.6,29.4,32.5,34.4,38,42.6,50.4,53.1,53.2,54.5,57.7,59.2,61,71.3,76.6,78.6,82.8,83.6,87.2,84.9,83.3,82.8,77.1,73.1
738,2,      Purchased-services inputs,,2.6,2.9,3.2,3.6,4.3,5.4,6.6,8,8.5,10.3,11.2,12.2,15,16.4,17.3,18.7,21.7,23.5,28.3,32.1,36,41.3,45.1,48.9,54.7,64.3,67.8,76.4,79.3,85.8,101.9,118,131.9,149,160.5
739,3,"    Arts, entertainment, and recreation",,6.2,6.6,6.8,7.4,7.8,8.5,9.3,10.1,10.7,11.6,13.1,14.9,16.8,18.8,21,22.9,25.3,28.6,32.9,35,38.5,41.1,44.8,46.7,49.4,55.8,61.3,69.7,72.8,81.5,89.8,97.3,108.7,118.6,127.4
740,3,      Value added,,4.1,4.4,4.6,4.9,5.1,5.6,5.8,6.3,6.7,7.1,8.2,9,10,11.3,13.4,15.1,16.9,18.2,20.6,21.7,23.9,25.5,28.5,30.8,33.6,36.3,42,48.8,50.4,57.6,59.1,61.8,66.7,71.7,80.1
741,3,        Compensation of employees,,,,,,,,,,,,,,,,,,,,,,,,,,17.1,18.8,20.8,24,25.3,28.3,30.7,32.3,35.4,38.5,41.7
742,3,        Taxes on production and imports less subsidies,,,,,,,,,,,,,,,,,,,,,,,,,,2.9,3.2,3.5,3.8,4,4.4,4.7,5.3,5.9,6.1,7
743,3,        Gross operating surplus,,,,,,,,,,,,,,,,,,,,,,,,,,13.6,14.3,17.7,21.1,21.2,24.9,23.7,24.2,25.4,27.1,31.5
744,3,      Intermediate inputs,,2.1,2.2,2.2,2.5,2.7,2.9,3.5,3.9,4.1,4.4,4.9,5.9,6.8,7.5,7.6,7.9,8.4,10.4,12.3,13.3,14.6,15.6,16.3,15.9,15.8,19.5,19.2,20.8,22.4,23.9,30.7,35.6,42,46.8,47.2
745,3,        Energy inputs,,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.2,0.2,0.2,0.4,0.4,0.5,0.5,0.4,0.5,0.6,0.7,0.7,0.8,0.8,0.8,0.7,0.8,0.9,1,1,1.1,1.2,1.4,1.5,1.7,1.8,1.6
746,3,        Materials inputs,,0.5,0.6,0.6,0.7,0.7,0.7,0.8,0.9,0.8,0.9,1,1.2,1.2,1.3,1.3,1.3,1.3,1.8,1.9,1.9,1.9,2,2.1,2.1,2.2,2.7,2.7,2.7,2.9,3.2,4.8,6.2,8.1,9.2,9.8
747,3,        Purchased-services inputs,,1.5,1.6,1.5,1.7,1.9,2.1,2.5,2.8,3,3.3,3.7,4.3,5.2,5.7,5.8,6.1,6.7,8,9.7,10.7,11.9,12.7,13.4,13.2,12.8,15.9,15.6,17.1,18.4,19.6,24.5,27.9,32.2,35.8,35.8
748,4,"      Performing arts, spectator sports, museums, and related activities",,3,3.3,3.4,3.7,4,4.4,4.9,5.4,5.7,6.1,6.8,7.5,8.3,9.1,10,11,12.3,14,15.9,16.9,18.5,19.9,21.2,22,23.1,25.7,27.1,32.1,33.9,37,41.9,45.7,50.6,55.9,59.3
749,4,        Value added,,1.5,1.7,1.8,1.9,2,2.2,2.3,2.5,2.7,2.9,3.3,3.7,4.1,4.6,5.5,6.4,7.2,7.9,8.9,9.5,10.6,11.6,12.8,14.5,16.1,17.3,19.3,23.2,24,26.7,28.5,29.9,31.7,34.4,37.2
750,4,          Compensation of employees,,,,,,,,,,,,,,,,,,,,,,,,,,7.4,8.2,8.9,10.8,11.5,12.7,14.2,15.1,16.5,18.2,20
751,4,          Taxes on production and imports less subsidies,,,,,,,,,,,,,,,,,,,,,,,,,,1.1,1.2,1.2,1.4,1.5,1.6,1.7,1.9,2.2,2.3,2.7
752,4,          Gross operating surplus,,,,,,,,,,,,,,,,,,,,,,,,,,7.6,7.9,9.2,11,11.1,12.5,12.6,12.8,13,13.9,14.4
753,4,        Intermediate inputs,,1.5,1.6,1.6,1.9,2,2.3,2.6,2.9,3.1,3.2,3.5,3.9,4.2,4.5,4.6,4.7,5.1,6.1,7,7.4,7.9,8.2,8.4,7.4,7,8.5,7.8,8.9,9.8,10.3,13.3,15.8,18.8,21.5,22.2
754,4,          Energy inputs,,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.2,0.2,0.2,0.3,0.3,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.3,0.3,0.3
755,4,          Materials inputs,,0.4,0.4,0.4,0.5,0.6,0.6,0.7,0.7,0.7,0.7,0.7,0.8,0.7,0.7,0.7,0.6,0.6,0.8,0.7,0.6,0.6,0.5,0.5,0.4,0.3,0.4,0.3,0.4,0.4,0.5,0.9,1.3,1.8,2.2,2.4
756,4,          Purchased-services inputs,,1,1.1,1.1,1.3,1.4,1.6,1.8,2.1,2.2,2.3,2.6,2.9,3.3,3.5,3.6,3.8,4.3,5.1,6.1,6.6,7.2,7.5,7.7,6.9,6.4,7.8,7.3,8.4,9.2,9.6,12.2,14.3,16.7,19,19.4
757,4,"      Amusements, gambling, and recreation industries",,3.2,3.4,3.4,3.6,3.8,4.1,4.4,4.8,5,5.5,6.3,7.4,8.5,9.7,11,11.9,13,14.6,17,18.1,20,21.2,23.6,24.8,26.3,30.1,34.2,37.6,38.9,44.5,48,51.6,58.1,62.6,68.1
758,4,        Value added,,2.5,2.7,2.9,3,3.1,3.4,3.5,3.8,4,4.3,4.9,5.4,5.9,6.7,8,8.7,9.7,10.4,11.7,12.2,13.3,13.9,15.6,16.3,17.5,19,22.8,25.7,26.4,30.9,30.6,31.9,34.9,37.4,43
759,4,          Compensation of employees,,,,,,,,,,,,,,,,,,,,,,,,,,9.6,10.5,12,13.2,13.8,15.6,16.5,17.2,18.8,20.4,21.7
760,4,          Taxes on production and imports less subsidies,,,,,,,,,,,,,,,,,,,,,,,,,,1.8,2,2.3,2.4,2.5,2.8,3,3.4,3.7,3.8,4.3
761,4,          Gross operating surplus,,,,,,,,,,,,,,,,,,,,,,,,,,6,6.5,8.5,10.1,10.1,12.4,11.1,11.4,12.4,13.2,17
762,4,        Intermediate inputs,,0.7,0.6,0.5,0.6,0.7,0.7,0.9,1,1,1.2,1.5,2,2.6,3,3,3.2,3.4,4.2,5.3,5.9,6.7,7.3,8,8.5,8.8,11.1,11.4,11.9,12.5,13.6,17.3,19.7,23.2,25.3,25.1
763,4,          Energy inputs,,0,0,0,0,0,0,0,0,0.1,0.1,0.1,0.1,0.2,0.2,0.2,0.2,0.3,0.4,0.5,0.6,0.6,0.6,0.6,0.5,0.6,0.7,0.8,0.8,0.9,1,1.2,1.3,1.4,1.5,1.3
764,4,          Materials inputs,,0.2,0.2,0.1,0.2,0.2,0.1,0.2,0.2,0.2,0.2,0.3,0.4,0.5,0.6,0.6,0.7,0.7,1,1.2,1.2,1.4,1.5,1.6,1.7,1.9,2.3,2.3,2.4,2.5,2.7,3.9,4.9,6.3,7,7.4
765,4,          Purchased-services inputs,,0.5,0.5,0.4,0.4,0.5,0.5,0.7,0.8,0.8,0.9,1.1,1.5,1.9,2.2,2.2,2.3,2.4,2.9,3.6,4.1,4.7,5.2,5.7,6.3,6.4,8,8.3,8.7,9.1,9.9,12.2,13.6,15.5,16.7,16.4
766,2,    Accommodation and food services,,25.9,27.8,30.7,33.4,35.3,39.6,42.9,47.8,50,56.9,63,68.3,76.4,85.6,93.3,106,121.6,133.5,148.1,157.7,171.1,186.7,199.9,214.6,237.8,263.7,279.4,300.2,307.3,322.1,341.9,361.7,377.5,397.5,423.4
767,2,      Value added,,13.3,14.5,15.7,17,18.4,20.3,22.1,23.7,25.8,28.2,31.1,32.8,36.7,41.8,46.6,54.3,61.8,65.6,73.3,79.2,88.5,96.3,104.9,114.2,119.8,133.7,143.1,151.7,156.1,161.5,173.1,182.4,190.7,203.1,221.6
768,2,        Compensation of employees,,,,,,,,,,,,,,,,,,,,,,,,,,77.2,87.4,92.8,99.7,102.4,106.1,110.3,114.9,119.9,125.8,135.5
769,2,        Taxes on production and imports less subsidies,,,,,,,,,,,,,,,,,,,,,,,,,,15.6,17.4,18.7,20.6,21.4,22.8,23.6,25.2,26.5,28.6,31.3
770,2,        Gross operating surplus,,,,,,,,,,,,,,,,,,,,,,,,,,26.9,28.9,31.5,31.4,32.3,32.6,39.2,42.3,44.3,48.7,54.9
771,2,      Intermediate inputs,,12.6,13.4,15,16.4,16.9,19.3,20.9,24,24.2,28.7,31.9,35.5,39.7,43.8,46.7,51.7,59.8,68,74.8,78.5,82.6,90.4,95,100.3,118,130,136.4,148.5,151.2,160.6,168.8,179.3,186.9,194.4,201.8
772,2,        Energy inputs,,0.2,0.3,0.3,0.4,0.4,0.6,0.6,0.8,0.8,1.1,1.1,1.3,1.7,1.9,2.1,2.4,3.3,3.8,5,5.7,5.9,6.2,6.2,5.7,7,7.6,8.1,9.1,9.6,10.3,11.2,12,12.5,13.3,13.8
773,2,        Materials inputs,,11.3,11.7,12.9,14,14.1,15.4,16.2,18,17.8,20.5,23.3,26.4,28.2,31.2,33.1,36.7,41.4,48.6,51.2,51.3,52.6,55.6,57.1,58.9,69.1,73.9,76,80,80.7,84.1,80.1,77.1,74.6,67.9,63.3
774,2,        Purchased-services inputs,,1.1,1.4,1.7,2,2.4,3.3,4,5.2,5.5,7.1,7.5,7.8,9.7,10.7,11.5,12.6,15,15.5,18.6,21.4,24.1,28.6,31.7,35.7,41.9,48.5,52.3,59.4,61,66.2,77.4,90.2,99.8,113.2,124.7
775,3,      Accommodation,,4.6,5.2,6,6.8,8,8.8,9.5,10.3,10.1,12.5,13.6,14.4,15.8,18,19.5,22.3,26.2,29,33.6,35.7,38.9,45.2,50.6,53.8,61.2,67.3,70.9,74.7,76,82.5,87.5,94.8,101.5,109.2,116.5
776,3,        Value added,,3.3,3.5,3.9,4.3,4.8,5.2,5.7,6.3,6.7,7.5,8.3,9,9.9,11.5,13.2,15.9,18.3,19.4,21.9,23,25.8,28.5,31.5,33.7,36.2,38.7,41.9,44.3,46.1,48.9,52.1,55.4,59.5,64.6,70.7
777,3,          Compensation of employees,,,,,,,,,,,,,,,,,,,,,,,,,,21.3,23.8,25.8,28,28.6,30,31.1,32.1,33.4,35.2,37.6
778,3,          Taxes on production and imports less subsidies,,,,,,,,,,,,,,,,,,,,,,,,,,5,5.5,6.1,6.6,6.9,7.5,7.8,8.4,9,9.9,10.9
779,3,          Gross operating surplus,,,,,,,,,,,,,,,,,,,,,,,,,,9.9,9.4,10,9.7,10.6,11.4,13.2,14.9,17.1,19.5,22.2
780,3,        Intermediate inputs,,1.3,1.7,2.2,2.5,3.2,3.5,3.7,4,3.4,5,5.2,5.5,5.9,6.6,6.4,6.4,7.9,9.6,11.7,12.7,13.1,16.8,19.1,20,25,28.6,29,30.4,30,33.6,35.5,39.4,42,44.6,45.7
781,3,          Energy inputs,,0.1,0.1,0.2,0.2,0.2,0.3,0.3,0.4,0.4,0.6,0.6,0.7,0.8,0.9,0.9,0.9,1.2,1.5,1.9,2.1,2,2.3,2.3,2,2.5,2.7,2.8,2.9,2.9,3.2,3.1,3.2,3.1,3,2.8
782,3,          Materials inputs,,0.1,0.3,0.4,0.5,0.7,0.8,0.9,1.1,1,1.6,1.8,1.9,1.9,2.3,2.2,2.3,2.7,3.6,4.1,4.3,4.2,5.2,5.9,6,7.9,8.5,8,7.7,7.1,7.5,8,9,9.9,10.2,10.5
783,3,          Purchased-services inputs,,1.1,1.3,1.6,1.8,2.2,2.4,2.4,2.5,2,2.7,2.9,2.8,3.1,3.4,3.2,3.3,4,4.5,5.6,6.4,6.9,9.3,10.8,11.9,14.6,17.4,18.2,19.8,20,22.9,24.4,27.2,28.9,31.4,32.5
784,3,      Food services and drinking places,,21.3,22.7,24.6,26.5,27.3,30.8,33.5,37.5,39.9,44.4,49.4,53.9,60.5,67.5,73.8,83.7,95.4,104.6,114.5,122,132.1,141.5,149.3,160.8,176.5,196.4,208.5,225.6,231.3,239.6,254.4,266.9,276,288.3,307
785,3,        Value added,,10,11,11.8,12.7,13.6,15,16.3,17.4,19.1,20.7,22.7,23.8,26.7,30.4,33.4,38.4,43.5,46.1,51.4,56.2,62.6,67.8,73.4,80.5,83.6,95,101.2,107.4,110.1,112.6,121.1,127,131.1,138.6,150.9
786,3,          Compensation of employees,,,,,,,,,,,,,,,,,,,,,,,,,,55.9,63.6,67,71.7,73.9,76.1,79.2,82.8,86.5,90.6,97.9
787,3,          Taxes on production and imports less subsidies,,,,,,,,,,,,,,,,,,,,,,,,,,10.7,11.9,12.7,14.1,14.5,15.2,15.8,16.8,17.5,18.8,20.4
788,3,          Gross operating surplus,,,,,,,,,,,,,,,,,,,,,,,,,,17,19.6,21.5,21.7,21.7,21.2,26,27.4,27.1,29.2,32.6
789,3,        Intermediate inputs,,11.3,11.7,12.8,13.8,13.7,15.7,17.2,20.1,20.8,23.7,26.7,30,33.8,37.2,40.3,45.2,51.8,58.4,63.1,65.7,69.5,73.7,75.9,80.3,93,101.4,107.4,118.2,121.2,127,133.3,139.9,144.9,149.8,156.1
790,3,          Energy inputs,,0.1,0.1,0.2,0.2,0.2,0.3,0.3,0.4,0.4,0.5,0.5,0.6,0.9,1,1.2,1.5,2.1,2.3,3,3.6,3.9,3.9,3.9,3.6,4.5,4.9,5.4,6.2,6.7,7.1,8.1,8.8,9.4,10.2,11
791,3,          Materials inputs,,11.2,11.5,12.5,13.5,13.3,14.6,15.2,17,16.8,18.9,21.5,24.5,26.3,28.9,30.9,34.5,38.7,45,47.1,47.1,48.4,50.4,51.2,52.9,61.2,65.4,67.9,72.3,73.6,76.6,72.2,68.1,64.7,57.7,52.8
792,3,          Purchased-services inputs,,0,0.1,0.1,0.1,0.2,0.9,1.6,2.7,3.5,4.4,4.6,5,6.6,7.3,8.3,9.3,11,11,12.9,15.1,17.2,19.3,20.9,23.8,27.2,31.1,34.1,39.6,40.9,43.3,53.1,63,70.9,81.8,92.2
793,2,"  Other services, except government",,28.2,30.2,32.4,34.9,37.8,39.9,41.7,43.9,45.9,47.8,51.4,55.3,61.4,68.8,78.1,85.6,93.6,99.7,107.7,113,127.3,143.2,161.6,173.4,190.4,211.5,229.7,243.4,243.2,266.9,278.8,299,321.7,339.9,352
794,2,    Value added,,18,19.2,20.1,21.9,23.2,24.8,26.7,27.8,29.8,31.8,34.5,37.2,39.8,44.4,48,55.8,61.1,69.1,76.6,78.9,87.4,96.8,106.1,115.6,121.3,133.3,145,154,155.8,166,179.4,193.3,204.8,216.4,230.3
795,2,      Compensation of employees,,,,,,,,,,,,,,,,,,,,,,,,,,74,82.1,88.9,96,97.3,103.2,110.2,116.6,125.4,133.7,141.2
796,2,      Taxes on production and imports less subsidies,,,,,,,,,,,,,,,,,,,,,,,,,,4.5,5,5.5,6,6.4,7.1,7.7,8.6,9.3,10,10.5
797,2,      Gross operating surplus,,,,,,,,,,,,,,,,,,,,,,,,,,42.8,46.2,50.6,52,52.1,55.8,61.5,68.2,70.1,72.7,78.7
798,2,    Intermediate inputs,,10.2,10.9,12.3,13,14.6,15,15,16.1,16.1,16,16.9,18.1,21.6,24.4,30.1,29.8,32.5,30.5,31.1,34,40,46.4,55.5,57.8,69.2,78.2,84.7,89.4,87.4,101,99.4,105.7,116.9,123.5,121.7
799,2,      Energy inputs,,0.8,0.8,0.9,0.9,1.1,1,1,1,0.9,0.8,0.9,1.1,1.4,1.5,1.8,1.7,2,1.9,2,1.9,2.2,2.4,2.7,2.2,3,3.2,3.6,4,3.8,4.3,3.8,3.5,3.3,3,2.2
800,2,      Materials inputs,,5.3,5.7,6.6,7,7.7,8,8,8.4,8.5,8.6,8.5,8.8,9.6,11.2,13.9,13.7,14.7,14.8,14.8,16.3,17.4,19.1,22.4,23,27.2,30.1,31.3,31.5,30.9,35.8,34.3,35.6,39.2,38.5,37.2
801,2,      Purchased-services inputs,,4.1,4.5,4.8,5.1,5.8,6,6,6.7,6.7,6.6,7.6,8.2,10.5,11.7,14.4,14.5,15.8,13.8,14.3,15.8,20.3,24.8,30.4,32.6,38.9,44.9,49.8,53.9,52.6,60.8,61.3,66.7,74.4,82,82.3
802,1,  Government,,126.1,133.9,144.3,162.5,182.1,203,219.5,236,256.3,278.7,297.2,330,366,391.8,424.8,466.6,512.7,573.8,644.6,706.9,762.7,817.7,892.3,955.8,1004.9,1067.4,1150,1237.7,1317.7,1382.4,1431.7,1492.3,1548.4,1599,1665.2
803,1,    Value added,,96.1,103.1,110.4,122.2,133.8,148.9,162.5,178.6,195.1,212,227.4,248.2,271.8,291.8,313.1,341.7,370.9,408,453,493.7,526.5,569.5,616.4,655.5,695.1,749.2,806.8,866.1,924.1,975.6,1006.4,1042.9,1076.8,1104.1,1145.6
804,1,      Compensation of employees,,,,,,,,,,,,,,,,,,,,,,,,,,537.6,577.7,622.1,674.1,718.4,762.1,785.2,813.3,837.2,859.6,889.7
805,1,      Taxes on production and imports less subsidies,,,,,,,,,,,,,,,,,,,,,,,,,,-6.8,-7.7,-8.7,-9.3,-10.5,-11.4,-12.4,-13.1,-15.3,-15.3,-13.8
806,1,      Gross operating surplus,,,,,,,,,,,,,,,,,,,,,,,,,,164.3,179.1,193.5,201.3,216.1,224.8,233.6,242.7,254.9,259.9,269.7
807,1,    Intermediate inputs,,30,30.9,33.9,40.4,48.3,54,57,57.4,61.2,66.7,69.7,81.8,94.2,100,111.7,124.8,141.8,165.7,191.6,213.2,236.2,248.2,275.9,300.2,309.8,318.2,343.1,371.6,393.6,406.8,425.3,449.4,471.6,494.9,519.6
808,1,      Energy inputs,,2.4,3,3.4,4.2,5.3,5.5,5.6,5.9,6.3,6.4,6.9,10.4,12.6,13.7,15.7,17.5,22.5,28.6,34,37.8,38.6,38.2,40.9,36.1,39.4,38,41.4,46.7,47.1,47,49.2,52,54.9,58.5,58.3
809,1,      Materials inputs,,10.8,10.8,11.8,14.1,16.8,18.4,18.7,17.5,17.9,19.7,20.6,24.9,27.6,30.8,36,39.1,42.9,54.5,60.1,64.5,68.2,71.1,79.1,85.8,89.1,90,93.8,98.1,104.3,107.5,117.3,128.7,141.6,148.3,154.4
810,1,      Purchased-services inputs,,16.7,17.1,18.6,22.1,26.3,30.2,32.7,34,37,40.6,42.2,46.5,54,55.4,60,68.3,76.5,82.7,97.6,110.9,129.5,138.9,155.9,178.4,181.4,190.2,208,226.7,242.2,252.4,258.8,268.7,275,288.1,306.9
